 will deplurk too. buhbyeee,will deplurk too. buhbyeee  http://plurk.com/p/rp3ir
 looking forward to the show tonight. can`t wait for ol mate to,looking forward to the show tonight. Can`t wait for ol mate  to
 voting has closed,voting has closed
" going for a walk in nï¿½mme to test out new hiking equipment: telescopic trekking poles, boots, coolmax socks","Going for a walk in Nï¿½mme to test out new hiking equipment: telescopic trekking poles, boots, coolmax socks"
" prayin for dad in wellington, fl http://loopt.us/f8_jqg.t (via ). i too live in welly. may i pray",Prayin
 going to bed now *thinks i twitter way too much*,Going to bed now  *thinks I Twitter WAY too much*
 interessanter,s interessanter
 all the best for your ib exams carl. i hope you don`t find them too difficult and that they go well for you.,hope
 i miss my brother. 12 more days till he gets bac to tennessee. he said he was singing 'find my way bac to tennessee' today. haha.,i miss my brother.  12 more days till he gets bac to tennessee. he said he was singing 'find my way bac to tennessee' today. haha.
 maybe going apartment shopping with ashley?,Maybe going apartment shopping with Ashley?
 is currently watching supernatural whilst waiting for skins to come on,is currently watching supernatural whilst waiting for skins to come on
 just got on twitter. no friends to add! none of my friends are in twitter,just got on twitter. no friends to add!  none of my friends are in twitter
" sheena othman happy mother`s day to all mothers in the world...... i`m yet to experience the joy of being a m.. 31: sorry, but you ha ...","Sheena Othman Happy Mother`s Day to all mothers in the world......  I`m yet to experience the joy of being a m.. 31: Sorry, but you ha ..."
 loved it!,loved it!
 a post on my warhammer blog for anyone interested,A post on my Warhammer blog for anyone interested  http://bit.ly/Uwl7M
 love it.,Love
 hope,hope
 back home. man im hungry. getting ready..shopping,back home. man im hungry. getting ready..shopping
 just got back.,Just got back.
 at home,At Home
 ohhhh i don`t know ;) an older mature lady?,Ohhhh I don`t know ;) an older mature lady?
 pretty,pretty
 need more songs to download. suggestions? ill take anything,need more songs to download. suggestions? ill take anything
 good morning tweepsland! makin` it a great,Good morning Tweepsland! Makin` it a great Monday!
 dinner with the family. watching wild child in the car,Dinner with the family. Watching wild child in the car
 someone in united states liked eleminis,Someone in UNITED STATES liked Eleminis http://tinyurl.com/dhlq5t
 is about to go buy his mother a mother`s day gift,is about to go buy his mother a mother`s day gift
 _giiggl3z lmao ight im dun wit the faces lmao id rather see urs tho lol,lmao ight im dun wit the faces lmao id rather see urs tho  lol
 better. that wasn`t one of my better summaries,better.
 bye bye,lol
 thanks,beckett Thanks
 hoping,good
 11 days till county raly i had 2 tak 3 from 14 it took me a while,11 days till county raly  i had 2 tak 3 from 14 it took me a while
 no way!!!! no,K ??? What??? No way!!!! No
 fake,te a fake competetion
 kickin`,Man with a kickin` to
 awesome,awesome
" eating nothing, drinking water, about to watch a movie, join me?","eating nothing, drinking water, about to watch a movie, join me?"
" can u believe it, but got the job done",but got the job done
 loving,loving my new tv
 sad...,sad..
 i`m not being mean,i`m not being mean
 wtf,Has no idea wtf
 injured,"wow, honestly not surprising, every time they try to push that guy he gets injured"
 sorryyy milerz that i can`t vote i would love to vote but it doesn`t works i`m sad and very frustraded,sad
 hurts,my teeth and head hurts
 thank god,Thank god
" clever,",Get well soon.
 great,that that`s a great present for ALL mommie
 i`ll be thinking about how many goals united are going to knock past city. how `bout you?,I`ll be thinking about how many goals United are going to knock past City. How `bout you?
 lol! there u go..that`s the spirit haha,LoL! there u go..that`s the spirit haha
 hey guys i`m going to create an iphone app that`s a twitter client called tweetilicious please me your thoughts!,Hey guys I`m going to create an iPhone app that`s a twitter client called Tweetilicious please  me your thoughts!
 i`m gonna miss the show at whitby for the weekend! btw i love your show! radio 1 is always on! ly x,I`m gonna miss the show  at whitby for the weekend! btw i love your show! Radio 1 is always on! ly x
 fighting a sore throat.. few more days hard training then rest next week for sunday race.. oooohhh sun`s out... nope.. gone...,Fighting a sore throat.. Few more days hard training then rest next week for Sunday race.. Oooohhh sun`s out... Nope.. Gone...
 i miss,i miss ya!
 great idea,That`s a great idea
 listening to the cat snore,listening to the cat snore
 slowly.,This day will pass slowly.  All of these days will.  RAWR!!!!  ...
 idiots,idiots
 me and ari,http://twitpic.com/4jj43 - Me and Ari
 it`s a really warm day,It`s a really warm day in Seattle!
 and it`s starting to get cold,And it`s starting to get cold
" u dont even need to go to the options, the button is right there (on top right corner)","u dont even need to go to the options, the button is right there (on top right corner)"
 duncan finally got his orders... leaves for iraq in september. open invite to stay with me anytime during the year he`ll be gone,Duncan finally got his orders... leaves for Iraq in September. Open invite to stay with me anytime during the year he`ll be gone
 good luck,Good
 i`m going to go check out dj volt.,I`m going to go check out DJ Volt.
 let-down,Let-Down
 fantastic.,cant **** wait mate!!! it is goin to fantastic.
 wanted to sleep but a friend from denmark just poked me on im,wanted to sleep but a friend from Denmark just poked me on IM
" the first thing she said means 'your new album is really good' and the second thing, 'don`****`s broken'. i am persian!","The first thing she said means 'Your new album is really good' and the second thing, 'Don`****`s broken'. I am Persian!"
 busy wit work how is your business going on?,busy wit work  how is your business going on?
 goooooodmorning,Goooooodmorning
 great,great photoshoot
 i loveeeee youu!,I Loveeeee Youu!
 _exp not where i live.,_Exp not where i live.
" unfortunately,","Unfortunately,"
 dammit,expensive.
 sorry,oh em i`m sorry  i wuv you to pieces
" 1st- ty to those who follow back. 2nd - grrr to those who don`t, cuz it messes up being able to follow others u want to when ur at 2000+","1st- TY to those who follow back.  2nd - grrr to those who don`t, cuz it messes up being able to follow others u want to when ur at 2000+"
" not at the moment, well i cant find it yet! lol","Not at the moment, well i cant find it yet!  LOL"
 psyched for mother`s day at the gkr party--and teaching mom and dad about baseball,Psyched for Mother`s day at the GKR party--and teaching mom and dad about baseball
 well thank you!,thank
 car won`t be ready,won`t be ready til 5.
 i`d just plain go crazy,I`d just plain go crazy
" roast was yummy, i think mum was impressed!!!",impressed!!
 `allo there twitter how are we today?,`Allo there twitter  how are we today?
" look, , the rosemary in my back garden, in camerabag`s 'lolo' mode","http://twitpic.com/4wry2 - look, , the rosemary in my back garden, in CameraBag`s 'Lolo' mode"
 bummed,can`t wear
 wonderful,Where DO you get all those wonderful toys?
 hey free,hey free
 i`m still waiting for the oprah touch,I`m still waiting for the Oprah touch
 last late late with pat kenny! bless,Last Late Late with Pat Kenny! Bless
 im not happy,im not happy
 what? i focused on tom so much i didn`t see my beloved barack! oh no! i must vote for both! poor president only has 626 votes.,What? I focused on Tom so much I didn`t see my beloved Barack! Oh no! I must vote for both! Poor president only has 626 votes.
 ill be alright but the whip may not,ill be alright but the whip may not
 so glad,glad
 i`m new on twitter.....hi everybody!!! suggestions for me???,I`m new on Twitter.....Hi everybody!!! Suggestions for me???
" oh, sweetie, i`m so sorry.",w. *hugs*
 sick,sick
 stupid,wishes the rain would stop so my stupid headache would go away!
 and to you too!!!!,and to you too!!!!
 school and work that`s it really. what about u? still in sac? or am i a tittle late,school and work that`s it really. what about u? still in sac? or am I a tittle late
 annoying,annoying
 love to see that!,Love
" morning about to tackle armhole prob - may have a solution not involving tape, will update you!","morning  about to tackle armhole prob - may have a solution not involving tape, will update you!"
 no blood drives in my area. i`ll keep looking.,No blood drives in my area.  I`ll keep looking.
" i`m now totally addicted to farm town. frankly, it`s more fun that fixing laptops or studying the diseases that will kill us all.","I`m now totally addicted to Farm Town. Frankly, it`s more fun that fixing laptops or studying the diseases that will kill us all."
 cool,cool
 i hate,hate
 i guessed my leg havent healed from the old injuries but i can still run though and kick ball! haha. but will sometimes fell a sharp pain,i guessed my leg havent healed from the old injuries  but i can still run though and kick ball! haha. but will sometimes fell a sharp pain
 leaving wildwood tomorrow but luke says we will be back soon!,Leaving Wildwood tomorrow  but Luke says we will be back soon!
 good.,it was good.
 i got a new backpack that can fit all my schoolbooks and my laptop,"so after church, i went to the mall with my parents, i got a new backpack that can fit all my schoolbooks AND my laptop"
 i can`t believe my little brother is married...,i can`t believe my little brother is married...
 loved,loved
 amazing.,! it was amazing.
 i don`t understand,don`t understand
 tired,I`m SUPER tired
 lovey,lovey
 no problem!,No problem!
 amazing,NICE
 stupid blurryness,I do believe my camera phone is stuffed. Stupid blurryness
 fun!,blogtv was fun! can`t wait til next time
 a lot of work and not enough help,A lot of work and not enough help
 smells delicious,smells delicious
difficult,"Well there`s you, another Twiiter person...erm...difficult to say really...   Let`s just say that you could fit all into a minibus"
 so freaking tired.,tired.
 epic fail with the chocolate fountain that got clogged,epic fail with the chocolate fountain that got CLOGGED
 i just wanna be better already,I just wanna be better already
